Year,Cars,Male,AgeGroup,City,TotalWeightedTrips,TotalWeightedKilometers,WeightedPersons,WeightedAverageTrips,WeightedAvgPartySizeCar,ShareTrips_Walk,ShareTrips_Bike,ShareTrips_Car,ShareTrips_PT,ShareKM_Walk,ShareKM_Bike,ShareKM_Car,ShareKM_PT
2015,2,1,18-30,1,132162.9995,2631981.618,41013.14452,3.222454679,0.463109547,0.106923375,0.13374309,0.699954112,0.059379422,0.005398602,0.021980473,0.863504915,0.10911601
2015,2,1,31-55,0,667716.025,16850435.68,202241.472,3.30157815,0.510189859,0.075328669,0.036775539,0.882291892,0.0056039,0.005098885,0.005571627,0.978292714,0.011036774
2015,2,1,31-55,1,498964.8151,9733205.588,136556.1546,3.653916708,0.531190064,0.10285776,0.009984325,0.87746475,0.009693165,0.008874521,0.003165673,0.954504907,0.033454899
2015,2,1,56-65,0,203286.4902,3965494.573,61963.49256,3.280746158,0.35534161,0.144702146,0.044370894,0.810926959,0,0.012477794,0.007022612,0.980499594,0
2015,2,1,56-65,1,143025.8968,2912847.501,39741.3685,3.598917253,0.270815167,0.080100328,0.070748334,0.799995936,0.049155402,0.005440737,0.033176698,0.851489943,0.109892622
2015,2,1,66+,0,90974.14999,1462834.5,27976.58163,3.251796492,0.544843634,0.124706968,0.062106718,0.813186315,0,0.011450236,0.013027073,0.975522691,0
2015,2,1,66+,1,59223.93506,795311.1457,17889.07091,2.236343377,0.396201392,0.100654322,0.037210078,0.849015286,0.013120313,0.011474228,0.00656574,0.85620781,0.125752222
2016,0,0,0-17,0,7734.004865,74629.65193,2751.963351,1.56246592,1.943392499,0.309247405,0.180954427,0.255769299,0.254028869,0.038149197,0.029554377,0.213932424,0.718364002
2016,0,0,0-17,1,28494.51019,171860.8021,9554.323859,0.848675279,1.849208584,0.423408541,0.266636746,0.168863991,0.141090722,0.067204609,0.093738043,0.478118637,0.36093871
2016,0,0,18-30,0,22847.72375,324570.584,7448.668316,3.067356846,1.268811173,0.291358945,0.110868688,0.362393802,0.235378565,0.017316949,0.017232929,0.553776306,0.411673816
2016,0,0,18-30,1,435381.9674,3782672.437,129599.5983,3.359439174,1.265622066,0.276790058,0.376088862,0.151293628,0.195827452,0.035242335,0.127971988,0.322436369,0.514349308
2016,0,0,31-55,0,24194.75839,195724.9115,8503.867809,2.845147518,0.898533142,0.416118051,0.250574022,0.138152768,0.195155159,0.047986643,0.094429628,0.442269756,0.415313973
2016,0,0,31-55,1,272016.8705,2252895.752,79695.97874,3.413181879,1.152673876,0.313244591,0.388374004,0.139171567,0.159209838,0.043259595,0.151115973,0.367420967,0.438203465
2016,0,0,56-65,0,17803.83706,142952.777,5978.794779,2.977830436,1.332820204,0.426390794,0.230232554,0.16452781,0.178848842,0.068059535,0.082208569,0.334096955,0.51563494
2016,0,0,56-65,1,91974.17838,392822.097,28073.11423,3.2762371,1.036366631,0.503810263,0.257226896,0.075385834,0.163577006,0.139318536,0.18853637,0.289788097,0.382356997
2016,0,0,66+,0,49073.71234,213296.9557,17669.19111,0.753248452,1.096184603,0.556657796,0.192380486,0.186589043,0.064372676,0.088741899,0.141732892,0.463438415,0.306086795
2016,0,0,66+,1,181372.0522,728768.5991,61489.07953,NA,1.355595103,0.452083818,0.234966033,0.146710791,0.166239358,0.096571035,0.107782457,0.397539906,0.398106602
2016,0,1,0-17,0,6455.952532,107522.3231,2659.40151,1.480442376,1.973535121,0.24437657,0.235697325,0.274504968,0.245421137,0.015032335,0.032574336,0.584060902,0.368332426
2016,0,1,0-17,1,27856.68967,123374.6331,10164.61313,0.832824927,1.737470107,0.32779053,0.334786709,0.11930456,0.218118201,0.078810466,0.156489786,0.382704553,0.381995195
2016,0,1,18-30,0,28418.60077,395888.141,9140.256117,3.109168978,0.917652949,0.360300741,0.19392575,0.305285712,0.140487797,0.0225003,0.065184858,0.692877167,0.219437675
2016,0,1,18-30,1,451143.3009,3739149.408,135164.1488,3.337743808,1.364539202,0.358400496,0.320868714,0.141609645,0.179121145,0.056481944,0.124078184,0.378129853,0.44131002
2016,0,1,31-55,0,30209.20046,508616.6875,11334.83232,2.665165182,0.747439089,0.332337839,0.222317694,0.286174706,0.159169761,0.021484656,0.059362741,0.605385355,0.313767248
2016,0,1,31-55,1,294372.3551,2058317.477,91699.81443,3.210173946,0.726160431,0.388200423,0.346245667,0.085963378,0.179590532,0.060087911,0.217388385,0.21815911,0.504364594
2016,0,1,56-65,0,9714.614457,113803.0299,3666.448861,2.649597697,0.953552297,0.314731698,0.2190668,0.218456283,0.247745219,0.03281344,0.047107267,0.487449693,0.4326296
2016,0,1,56-65,1,60459.94185,512303.8395,20100.8847,3.007824917,0.915826747,0.414956874,0.272479123,0.119353166,0.193210837,0.058394491,0.123242081,0.490013546,0.328349882
2016,0,1,66+,0,15019.99138,123951.4416,4629.831443,2.66200985,0.789912941,0.347307141,0.443234496,0.100096555,0.109361808,0.04308022,0.195528825,0.25777314,0.503617815
2016,0,1,66+,1,84505.51746,465190.5906,28951.41253,NA,1.526053518,0.554235704,0.131288234,0.079211614,0.235264447,0.093919345,0.051300122,0.34319348,0.511587053
2016,1,0,0-17,0,158735.5978,1336428.12,49169.95417,NA,1.699230896,0.278256031,0.168618151,0.39997295,0.153152868,0.037774575,0.038713392,0.69446287,0.229049162
2016,1,0,0-17,1,233038.4559,1608825.063,74255.34357,NA,1.992548672,0.219036972,0.401002662,0.268922886,0.111037481,0.026081605,0.127817095,0.572750111,0.273351189
2016,1,0,18-30,0,154225.6652,3238143.558,43905.25709,3.512692452,0.663561109,0.184975707,0.015596567,0.72218077,0.077246956,0.006705194,0.002651521,0.837148928,0.153494357
2016,1,0,18-30,1,442110.2985,5678326.122,129553.3538,3.412573164,0.894201784,0.196467323,0.196998375,0.511331748,0.095202555,0.018583906,0.067403606,0.768368478,0.14564401
2016,1,0,31-55,0,553563.8698,7349483.871,136613.508,4.052043447,0.684851021,0.177141856,0.071240806,0.729869095,0.021748244,0.017149357,0.011118796,0.876134442,0.095597406
2016,1,0,31-55,1,999008.8248,10263732.17,255075.1882,3.916526855,0.737862619,0.213898852,0.183383298,0.541452792,0.061265057,0.026508265,0.054430315,0.725343526,0.193717894
2016,1,0,56-65,0,281407.6849,3534899.407,75118.27123,3.746194905,0.454958791,0.229199843,0.117169077,0.635468357,0.018162723,0.025398622,0.0239435,0.854926248,0.095731629
2016,1,0,56-65,1,390399.8539,3540760.095,100076.0308,3.901032553,0.692654605,0.239340769,0.213830082,0.506490101,0.040339048,0.04289042,0.064554864,0.704554829,0.187999887
2016,1,0,66+,0,390742.0408,4517963.418,119962.3401,NA,0.768706318,0.261735423,0.108270862,0.622897738,0.007095977,0.02612955,0.02211119,0.930931373,0.020827886
2016,1,0,66+,1,382728.9426,2978995.205,111953.666,NA,0.566224497,0.265047006,0.11695695,0.578909149,0.039086895,0.051089369,0.03644097,0.831553361,0.080916301
2016,1,1,0-17,0,155892.8797,2137349.847,49354.76695,NA,2.299241192,0.254609298,0.25277573,0.328925641,0.163689331,0.015113538,0.046012022,0.693045437,0.245829004
2016,1,1,0-17,1,192922.6726,1384530.568,63821.71469,NA,1.841382104,0.220387554,0.392211371,0.27438112,0.113019954,0.031618712,0.119057584,0.666548268,0.182775436
2016,1,1,18-30,0,130087.5271,2386303.296,39449.54991,3.297566826,0.46015668,0.056067701,0.053963038,0.839356539,0.050612722,0.002623496,0.017973304,0.931559031,0.047844169
2016,1,1,18-30,1,394656.0397,5840291.604,112864.2279,3.496732729,0.533516264,0.217508802,0.119769265,0.609918971,0.052802962,0.018333303,0.026728885,0.889959379,0.064978432
2016,1,1,31-55,0,439980.4557,8296977.216,124930.8119,3.521792975,0.578037493,0.08768557,0.120453521,0.772357326,0.019503584,0.006917363,0.031751367,0.932798449,0.028532821
2016,1,1,31-55,1,895872.0257,11985733.11,248035.7573,3.611866431,0.697820251,0.149002686,0.167272802,0.636146103,0.04757841,0.014090372,0.062560591,0.799669317,0.123679721
2016,1,1,56-65,0,205529.3201,4166830.353,66983.92732,3.068337858,0.330371382,0.181250937,0.124464095,0.684433775,0.009851192,0.009345487,0.018227741,0.938758906,0.033667866
2016,1,1,56-65,1,298209.3364,4241640.046,85139.66809,3.50258984,0.413235673,0.160882253,0.167079291,0.625561591,0.046476864,0.014316293,0.035560698,0.798182575,0.151940435
2016,1,1,66+,0,412027.0105,4651268.473,114793.3023,NA,0.502086889,0.257995116,0.061464585,0.680540299,0,0.026690145,0.02112226,0.952187595,0
2016,1,1,66+,1,361468.6617,2835856.3,106929.2434,NA,0.518788481,0.214531196,0.123142827,0.648902375,0.013423601,0.044909292,0.050893584,0.862960481,0.041236642
2016,2,0,0-17,0,190078.3062,2359690.909,67457.97741,NA,1.973759344,0.147221409,0.209805614,0.470755285,0.172217693,0.011361226,0.036504354,0.81910812,0.1330263
2016,2,0,0-17,1,121862.4825,609850.1751,39563.42129,NA,1.860928248,0.263724065,0.317130505,0.323461653,0.095683777,0.056795899,0.101486216,0.540538979,0.301178906
2016,2,0,18-30,0,226732.1225,3507626.069,61832.75126,3.666861297,0.625965004,0.17806883,0.036635609,0.735069487,0.050226074,0.009030206,0.002920057,0.909796852,0.078252884
2016,2,0,18-30,1,193848.5532,2635958.053,50905.39514,3.808015881,0.690502914,0.20828025,0.129756835,0.548283248,0.113679667,0.022813072,0.031309322,0.72951145,0.216366156
2016,2,0,31-55,0,812667.9955,14210330.58,201425.6909,4.034579659,0.702327467,0.11324156,0.039806337,0.840431675,0.006520429,0.00887772,0.008075534,0.975655832,0.007390914
2016,2,0,31-55,1,581434.7555,6853029.435,146273.4601,3.974984629,0.772262292,0.16648062,0.099584738,0.718790127,0.015144516,0.021067041,0.020655772,0.934888868,0.023388318
2016,2,0,56-65,0,212938.1811,4100781.73,59602.32755,3.572648752,0.555765505,0.123508692,0.05341186,0.808909538,0.014169909,0.006783358,0.004616487,0.915724953,0.072875201
2016,2,0,56-65,1,140609.8066,1825265.654,34795.21312,4.04106755,0.354540154,0.184159462,0.060477608,0.732634657,0.022728274,0.016454426,0.008969306,0.887928508,0.08664776
2016,2,0,66+,0,61357.82081,922159.919,18710.01963,3.279409751,0.580823573,0.197942302,0.034221533,0.760979448,0.006856717,0.01936045,0.006931665,0.960340466,0.013367418
2016,2,0,66+,1,47651.43028,608288.3142,13766.39046,1.938531717,0.690181995,0.257078813,0.049626213,0.67491695,0.018378024,0.022770539,0.005185518,0.968012845,0.004031098
2016,2,1,0-17,0,199922.5616,2217786.881,65259.72875,NA,1.853019552,0.119939569,0.282575717,0.494078658,0.103406055,0.013994285,0.094977733,0.636173518,0.254854464
2016,2,1,0-17,1,181590.6019,1189150.634,57448.22151,NA,1.826574619,0.166004191,0.418485703,0.29976791,0.115742196,0.0357584,0.143544163,0.581281559,0.239415878
2016,2,1,18-30,0,263049.2999,5205141.819,72787.17661,3.61395114,0.49367911,0.061753461,0.031721623,0.857165768,0.049359148,0.004180476,0.004752022,0.913931373,0.077136129
2016,2,1,18-30,1,147678.2775,2440133.736,44292.98374,3.334123491,0.32434494,0.109483138,0.097135671,0.759241498,0.034139693,0.006381824,0.027951704,0.944244674,0.021421799
2016,2,1,31-55,0,820118.5153,19433063.66,226727.342,3.617201649,0.511599662,0.075433212,0.034109396,0.886882134,0.003575258,0.004359322,0.009543086,0.965893514,0.020204077
2016,2,1,31-55,1,491784.0377,10009909.76,130371.6993,3.772168657,0.451094197,0.11354762,0.029133314,0.839506951,0.017812116,0.01226364,0.003545995,0.95487556,0.029314805
2016,2,1,56-65,0,253094.0885,6602847.711,70187.25478,3.605983584,0.385537956,0.073043388,0.051046454,0.870506198,0.00540396,0.004398319,0.013007692,0.975360368,0.007233621
2016,2,1,56-65,1,167704.4386,3048846.938,42450.05143,3.95062981,0.319341897,0.184560698,0.074127306,0.692416275,0.04889572,0.016973471,0.009245291,0.889859057,0.083922182
2016,2,1,66+,0,111885.3634,1378346.299,34615.56998,3.232226524,0.46630142,0.162902333,0.063621677,0.77347599,0,0.020410313,0.025913448,0.953676239,0
2016,2,1,66+,1,62270.27106,685744.5916,18758.33223,0.771788659,0.446024503,0.141675491,0.035335067,0.798079813,0.02490963,0.015804686,0.006952015,0.826399658,0.150843641
2017,0,0,0-17,0,7252.132092,62428.00436,2606.206387,1.363350001,1.911259176,0.369435529,0.200227489,0.219630769,0.210706212,0.047503898,0.033508224,0.251056178,0.667931701
2017,0,0,0-17,1,32146.86525,177785.2405,10418.50289,0,1.924927662,0.469371531,0.219386685,0.146242803,0.164998981,0.071294847,0.070024817,0.454572448,0.404107887
2017,0,0,18-30,0,20563.43322,272873.7123,6788.22137,3.029281471,1.323701673,0.308196287,0.110722622,0.31681577,0.264265321,0.019284009,0.021684777,0.43819289,0.520838325
2017,0,0,18-30,1,515765.5284,4899659.617,153468.4806,3.360726102,1.525637859,0.274314641,0.41195163,0.149058981,0.164674748,0.028545482,0.132551327,0.36453526,0.474367931
2017,0,0,31-55,0,23737.9289,186087.4058,8126.969803,2.920883118,1.25771757,0.417911857,0.269338563,0.140773911,0.171975669,0.051857141,0.094156279,0.455872192,0.398114388
2017,0,0,31-55,1,295881.8567,2222704.587,84975.42765,3.481969611,1.482621843,0.33195096,0.361391554,0.095053546,0.21160394,0.054587039,0.164739021,0.303306627,0.477367314
2017,0,0,56-65,0,17097.02674,125245.275,5917.314765,2.889321833,1.36496984,0.456657153,0.191746871,0.176051176,0.175544801,0.08098446,0.088713909,0.417440035,0.412861597
2017,0,0,56-65,1,113684.4095,579302.5776,34266.32847,3.317671154,0.915697847,0.423656143,0.304077525,0.090413436,0.181852896,0.087403588,0.233007052,0.242844953,0.436744407
2017,0,0,66+,0,43088.78732,161605.5934,14940.31285,0,1.346586593,0.565873657,0.17191779,0.211467975,0.050740578,0.097958438,0.086550972,0.588303292,0.227187298
2017,0,0,66+,1,196482.6144,901248.6813,61320.23836,NA,1.071616706,0.488897905,0.182338073,0.124086039,0.204677983,0.122449584,0.135860399,0.399601335,0.342088682
2017,0,1,0-17,0,6289.675568,92363.38143,2548.770281,1.410448583,1.830685461,0.327124586,0.197941365,0.262204587,0.212729461,0.022126843,0.031025888,0.585201429,0.36164584
2017,0,1,0-17,1,32138.81327,140210.2713,10951.01306,0,2.127101159,0.343995076,0.329418704,0.102867239,0.223718981,0.076238622,0.159353434,0.249131358,0.515276587
2017,0,1,18-30,0,27121.96961,415370.8082,8707.57104,3.114757202,0.866715607,0.347051015,0.178283326,0.304606366,0.170059293,0.022056163,0.059039656,0.626515735,0.292388445
2017,0,1,18-30,1,446971.6936,4650396.987,143902.9168,3.106064167,1.107983153,0.335193502,0.361481509,0.114050846,0.189274142,0.031643459,0.115724537,0.27772052,0.574911484
2017,0,1,31-55,0,29773.01623,463198.2131,11314.65773,2.631366934,0.789333817,0.318271015,0.225170907,0.248733396,0.207824682,0.021754005,0.061941887,0.537524963,0.378779145
2017,0,1,31-55,1,274684.4276,1791706.17,84079.70085,3.26695296,0.856299396,0.333356739,0.399862347,0.095146346,0.171634567,0.060545247,0.228286214,0.324894683,0.386273856
2017,0,1,56-65,0,9948.592233,115424.1229,3785.869799,2.627822076,0.957727317,0.381663415,0.170846405,0.234386671,0.213103509,0.039805591,0.043171704,0.523018347,0.394004358
2017,0,1,56-65,1,62335.96641,428339.0916,19252.94978,3.237735886,0.819602332,0.431258607,0.274423856,0.108484841,0.185832695,0.068634978,0.149841035,0.405235877,0.37628811
2017,0,1,66+,0,17416.20107,135161.6827,5365.820919,2.542524809,0.618173431,0.368513491,0.438469477,0.073497784,0.119519248,0.046480394,0.206659017,0.176432027,0.570428562
2017,0,1,66+,1,64834.85067,491433.6471,22091.02487,0,1.376341897,0.470163816,0.209479127,0.057348995,0.263008062,0.071058528,0.083759109,0.31230255,0.532879813
2017,1,0,0-17,0,134957.0062,1412210.7,44875.53786,NA,1.827198529,0.273231191,0.195316498,0.412223232,0.119229078,0.03784214,0.026006119,0.64997774,0.286174
2017,1,0,0-17,1,227685.9801,1481543.313,73892.76208,NA,1.662113256,0.291754947,0.332282974,0.266338724,0.109623355,0.042930907,0.092500185,0.648654708,0.215914201
2017,1,0,18-30,0,159017.4698,1971241.003,43946.15455,3.618461534,0.728464944,0.210012663,0.03219104,0.709316189,0.048480108,0.024603321,0.001704277,0.846555426,0.127136976
2017,1,0,18-30,1,387201.5737,4755569.723,104685.6711,3.698706514,1.038766933,0.236116419,0.164373382,0.50214422,0.097365979,0.026421623,0.0439906,0.775718811,0.153868966
2017,1,0,31-55,0,538525.9868,7469203.066,133725.8132,4.027090759,0.713819142,0.176119271,0.088274538,0.705602563,0.030003629,0.018755141,0.020404479,0.902465557,0.058374823
2017,1,0,31-55,1,926251.1001,8744179.661,227808.4518,4.065920702,0.854868843,0.230499347,0.213385205,0.511168664,0.044946784,0.031208155,0.064172872,0.82893275,0.075686223
2017,1,0,56-65,0,296634.1818,3925578.125,77415.23641,3.831728682,0.463427182,0.242795063,0.139452923,0.601093533,0.016658481,0.023360758,0.028937308,0.885972047,0.061729887
2017,1,0,56-65,1,285828.3366,3336695.798,77746.03683,3.676436103,0.526825337,0.292667664,0.172374198,0.472080446,0.062877691,0.031042962,0.042534361,0.808513418,0.117909259
2017,1,0,66+,0,412859.5384,5001439.346,115499.3301,NA,0.618033669,0.277368846,0.070585557,0.639823009,0.012222588,0.02670007,0.01363737,0.923122716,0.036539843
2017,1,0,66+,1,433665.84,4156965.977,126867.4162,NA,0.560836561,0.291686496,0.106316123,0.568502933,0.033494449,0.039825537,0.028487676,0.781251441,0.150435346
2017,1,1,0-17,0,127561.9648,1000132.046,41007.80103,NA,1.904961244,0.195903435,0.342951656,0.232134329,0.22901058,0.026696454,0.091542397,0.425867905,0.455893244
2017,1,1,0-17,1,179709.5704,1119897.662,62361.95906,NA,1.880362581,0.253195597,0.349502049,0.242037452,0.155264901,0.05003526,0.109803294,0.528902959,0.311258488
2017,1,1,18-30,0,142139.4319,1962968.908,45138.04584,3.14899392,0.640537382,0.216531903,0.037749945,0.715880854,0.029837298,0.021631024,0.007304624,0.943199571,0.027864781
2017,1,1,18-30,1,405980.2412,6575696.095,119075.5118,3.409435199,0.46555116,0.2061287,0.156303058,0.567685163,0.069883079,0.014010854,0.050559529,0.765395298,0.17003432
2017,1,1,31-55,0,377115.1552,7692614.793,106748.7537,3.532735907,0.59483175,0.128125345,0.081878549,0.762665016,0.027331089,0.011167596,0.023172776,0.936127891,0.029531736
2017,1,1,31-55,1,961514.8856,12172039.19,242629.5269,3.962893132,0.536295183,0.172950785,0.169994757,0.603343376,0.053711082,0.020919622,0.073144797,0.759901094,0.146034486
2017,1,1,56-65,0,141987.1186,2206168.001,45304.50411,3.134061865,0.317804566,0.17461464,0.141945886,0.655729992,0.027709482,0.013105678,0.0127784,0.892222833,0.08189309
2017,1,1,56-65,1,331193.7146,3802121.131,84439.11494,3.922278376,0.428194224,0.201615065,0.13457633,0.626679112,0.037129493,0.023626725,0.047888249,0.828084455,0.100400572
2017,1,1,66+,0,376911.0165,5302788.512,106619.6542,NA,0.474419921,0.214682135,0.074168155,0.7054128,0.005736911,0.021638733,0.02884278,0.926825977,0.02269251
2017,1,1,66+,1,548361.8253,6721753.583,148644.738,NA,0.659411276,0.252685581,0.162969994,0.544561029,0.039783396,0.027683076,0.056094125,0.792670995,0.123551804
2017,2,0,0-17,0,229677.8512,2751252.276,73035.88741,NA,2.141654525,0.142569239,0.171410261,0.559764482,0.126256018,0.012012054,0.026572793,0.778228428,0.183186725
2017,2,0,0-17,1,128128.1843,1279166.077,38874.10899,NA,1.955155573,0.224352663,0.267043176,0.383683565,0.124920595,0.021993551,0.055133023,0.606074713,0.316798713
2017,2,0,18-30,0,221421.052,3279566.587,62295.20408,3.554383604,0.665379184,0.107709367,0.039148345,0.779271367,0.07387092,0.005421177,0.00451859,0.831556439,0.158503795
2017,2,0,18-30,1,144998.2514,2073425.006,39355.17924,3.684349917,0.827728849,0.155890813,0.06034428,0.764278239,0.019486668,0.01489303,0.012529767,0.956312202,0.016265001
2017,2,0,31-55,0,924675.5516,16450566.03,229181.1716,4.034692488,0.689369769,0.144014611,0.052822709,0.792052576,0.011110104,0.01183732,0.007687105,0.925718683,0.054756892
2017,2,0,31-55,1,538579.5051,6314680.227,127726.947,4.216647448,0.771018679,0.179249401,0.081667115,0.72873311,0.010350375,0.018647975,0.021028888,0.939349767,0.02097337
2017,2,0,56-65,0,239411.2629,3715308.293,64594.14781,3.706392467,0.49192181,0.200930172,0.048544842,0.740804677,0.009720309,0.024001919,0.019220359,0.92015857,0.036619153
2017,2,0,56-65,1,167487.3336,2159218.143,43122.76229,3.883965793,0.312033472,0.229408747,0.060941479,0.70316256,0.006487214,0.023378452,0.017359686,0.928294581,0.030967282
2017,2,0,66+,0,74705.06766,827732.7306,20628.13604,3.621513234,0.591468602,0.214311417,0.034269486,0.751419098,0,0.032402314,0.005874772,0.961722913,0
2017,2,0,66+,1,51459.61042,725764.7341,14309.86849,2.131030393,0.57876841,0.256874812,0.058015056,0.665691258,0.019418874,0.020432319,0.007133597,0.968314453,0.004119631
2017,2,1,0-17,0,244626.9753,3373706.827,83790.43717,NA,1.896256955,0.153972725,0.235223887,0.445857748,0.16494564,0.014585565,0.043147734,0.705250181,0.237016519
2017,2,1,0-17,1,147097.0717,1266711.592,48105.86179,NA,2.43110638,0.197893679,0.366613871,0.34946042,0.08603203,0.034614476,0.093910199,0.560050406,0.311424919
2017,2,1,18-30,0,326634.6081,8077780.435,87886.61464,3.716545567,0.648482723,0.095816453,0.025564815,0.856131976,0.022486756,0.003371288,0.003947552,0.967252142,0.025429019
2017,2,1,18-30,1,225186.2715,2475877.502,57302.43441,3.929785424,0.699729579,0.201735454,0.155264047,0.57587689,0.067123609,0.031755901,0.040526085,0.80394996,0.123768054
2017,2,1,31-55,0,949394.528,24737909.92,252506.7086,3.759878434,0.484386418,0.098305121,0.030435363,0.86594653,0.005312985,0.004878068,0.006451277,0.977356432,0.011314223
2017,2,1,31-55,1,545260.0235,10021103.42,139034.7209,3.921754364,0.491672607,0.151123284,0.041653809,0.792893535,0.014329373,0.012123262,0.020340151,0.901779793,0.065756794
2017,2,1,56-65,0,329404.0463,7291940.584,94605.72192,3.481861769,0.273576254,0.13949349,0.044547403,0.812712846,0.003246262,0.010632419,0.015390859,0.952341833,0.021634889
2017,2,1,56-65,1,174542.2037,2899065.289,42158.94955,4.140098497,0.382508875,0.143979728,0.049684957,0.79443663,0.011898685,0.009217297,0.025154121,0.95412054,0.011508041
2017,2,1,66+,0,109291.6768,2010818.775,31211.95362,3.501596795,0.633122832,0.096002804,0.035826372,0.868170824,0,0.003847125,0.013995588,0.982157287,0
2017,2,1,66+,1,72475.45724,822491.2092,21582.04928,0,0.441844998,0.13058274,0.035788805,0.818658606,0.014969849,0.012861049,0.014454369,0.965401842,0.00728274
2018,0,0,0-17,0,6777.094585,57614.37882,2555.4903,0.945476461,2.012934245,0.378232635,0.187783584,0.211434573,0.222549208,0.048605201,0.032657731,0.249083497,0.669653572
2018,0,0,0-17,1,36349.6254,194884.2248,11776.92104,0,2.480848207,0.497603374,0.251570283,0.082811518,0.168014825,0.077884874,0.083902713,0.510101394,0.32811102
2018,0,0,18-30,0,20372.20031,223191.9732,6736.044779,3.024356426,1.391825867,0.326564489,0.11176197,0.322750721,0.23892282,0.023853075,0.026511731,0.38870866,0.560926534
2018,0,0,18-30,1,508803.1467,6401686.277,154988.492,3.282844681,1.017088663,0.321371294,0.368277153,0.159198336,0.151153216,0.024605065,0.10231391,0.360993471,0.512087554
2018,0,0,31-55,0,25955.23862,214263.8944,8549.479435,3.035885262,1.16839573,0.448251143,0.261412977,0.157334525,0.133001355,0.048105177,0.105577883,0.520950753,0.325366187
2018,0,0,31-55,1,248832.7374,2696900.397,76079.80664,3.270680465,0.900594296,0.375000253,0.303421332,0.115525697,0.206052719,0.031333232,0.085166482,0.380097758,0.503402528
2018,0,0,56-65,0,15957.21735,123823.1344,5403.759682,2.952984271,1.123366251,0.49086173,0.197335773,0.173052017,0.13875048,0.085597349,0.076554987,0.348313251,0.489534412
2018,0,0,56-65,1,85014.36566,399435.877,25256.25438,3.366071801,0.798729437,0.433837561,0.322928421,0.06906195,0.174172067,0.116004714,0.256214546,0.169272992,0.458507748
2018,0,0,66+,0,34956.77603,120216.7034,11607.20561,0,1.421116575,0.534185084,0.179234778,0.233241345,0.053338793,0.131642148,0.151108336,0.498954098,0.218295419
2018,0,0,66+,1,170292.9761,871333.5395,53393.60402,NA,1.356597123,0.516007294,0.163410834,0.137173843,0.183408029,0.094893963,0.093103626,0.54419041,0.267812001
2018,0,1,0-17,0,5165.912134,84627.42251,2315.021006,0.944261088,1.879644777,0.301350936,0.151917069,0.30528961,0.241442385,0.019357792,0.0242618,0.582045731,0.374334678
2018,0,1,0-17,1,38242.40035,147049.9026,13199.45952,NA,2.823625191,0.373506763,0.369844738,0.059117796,0.197530704,0.079547799,0.205185195,0.080230566,0.63503644
2018,0,1,18-30,0,26729.21944,415577.7057,8643.782344,3.092305935,0.94711055,0.345030288,0.182657589,0.308421838,0.163890285,0.023966643,0.063134474,0.603196138,0.309702745
2018,0,1,18-30,1,390887.1218,3540788.7,120088.9853,3.254978971,0.962829102,0.327760655,0.386278643,0.118474538,0.167486164,0.033351433,0.158118211,0.215555613,0.592974742
2018,0,1,31-55,0,31069.32306,386473.5177,9853.096494,3.153254724,1.02336134,0.405010437,0.13919474,0.249647715,0.206147108,0.034351087,0.019831579,0.525154973,0.420662361
2018,0,1,31-55,1,239929.3598,2206096.314,79875.24069,3.0038014,0.99260311,0.368768098,0.351681851,0.10314001,0.176410041,0.044854684,0.14095714,0.358990611,0.455197565
2018,0,1,56-65,0,9775.954072,117657.0884,3743.673368,2.61132666,0.955458467,0.35621647,0.179768421,0.291054629,0.172960481,0.040250043,0.037313019,0.633730753,0.288706185
2018,0,1,56-65,1,49885.27934,360392.1553,14794.76972,3.371818574,0.69638728,0.382999018,0.328423405,0.115659871,0.172917705,0.059318597,0.165889266,0.440204251,0.334587886
2018,0,1,66+,0,14166.72802,100626.5714,4740.826315,1.654736181,0.272650116,0.356545388,0.472076915,0.059683639,0.111694058,0.055012921,0.224932708,0.141572105,0.578482266
2018,0,1,66+,1,59278.2616,736605.1941,22320.70643,NA,1,0.421348456,0.265861421,0.057028327,0.255761796,0.042597026,0.063669242,0.331762388,0.561971343
2018,1,0,0-17,0,118159.065,1666981.916,41306.55666,NA,1.893833561,0.143166789,0.265985789,0.457982753,0.132864669,0.008117412,0.037644536,0.765857442,0.188380609
2018,1,0,0-17,1,183548.1982,911466.7621,57434.35803,NA,1.900925821,0.326829008,0.281036454,0.312151586,0.079982952,0.058680446,0.11476194,0.691107487,0.135450128
2018,1,0,18-30,0,119480.2793,2111304.832,39647.73798,3.013545926,0.87114748,0.179584615,0.099887482,0.694851787,0.025676117,0.01194901,0.014966371,0.888995966,0.084088653
2018,1,0,18-30,1,370357.8779,3784437.107,109377.5688,3.386049645,0.714788202,0.207302636,0.182321674,0.531207148,0.079168542,0.028464428,0.053012563,0.821340999,0.097182011
2018,1,0,31-55,0,439884.3412,5209153.56,114750.2977,3.833404795,0.677523734,0.125718611,0.078250408,0.780235182,0.015795799,0.014092408,0.023045232,0.889622971,0.073239389
2018,1,0,31-55,1,900814.2575,9234018.97,237723.5676,3.789335095,0.803766473,0.235934923,0.186493977,0.535631972,0.041939128,0.02690258,0.065398419,0.78711315,0.120585852
2018,1,0,56-65,0,242948.7546,3811272.37,70106.50663,3.465423772,0.517911071,0.252741563,0.118415878,0.610321081,0.018521478,0.023480071,0.027542623,0.912084692,0.036892615
