Year,Cars,Male,AgeGroup,City,TotalWeightedTrips,TotalWeightedKilometers,WeightedPersons,WeightedAverageTrips,WeightedAvgPartySizeCar,ShareTrips_Walk,ShareTrips_Bike,ShareTrips_Car,ShareTrips_PT,ShareKM_Walk,ShareKM_Bike,ShareKM_Car,ShareKM_PT
2011,1,0,56-65,1,301608.6952,3255488.695,87789.08319,3.435605934,0.604807581,0.25550045,0.204599441,0.470403134,0.069496975,0.026941759,0.049406964,0.764116093,0.159535184
2011,1,0,66+,0,271920.3433,2707179.308,84629.71518,NA,0.655472051,0.205624469,0.12725369,0.653748215,0.013373626,0.020968418,0.027422941,0.902808894,0.048799747
2011,1,0,66+,1,267316.4935,2691663.401,82413.22892,NA,0.717934669,0.233665832,0.123483509,0.59314677,0.04970389,0.031224393,0.029297586,0.79441291,0.145065112
2011,1,1,0-17,0,159264.9482,1135537.25,51018.32639,3.12172036,1.653321047,0.188641619,0.411573505,0.274352902,0.125431974,0.020755739,0.115435153,0.613538372,0.250270737
2011,1,1,0-17,1,215718.2497,1677847.806,66301.09508,3.253615184,2.248427499,0.275670194,0.330935185,0.306363884,0.087030738,0.029641368,0.085674129,0.640003282,0.244681221
2011,1,1,18-30,0,119960.1289,1936818.316,39027.29109,3.073749818,0.991776276,0.097485418,0.045452493,0.780500841,0.076561247,0.006949184,0.007897845,0.847796496,0.137356475
2011,1,1,18-30,1,340259.2622,4305173.861,108540.9793,3.134846069,0.660416758,0.188176465,0.116967181,0.588002761,0.106853593,0.019560672,0.028636666,0.788031699,0.163770962
2011,1,1,31-55,0,567250.8648,11027733.86,156547.2145,3.623512987,0.639028121,0.110290816,0.110130822,0.753784708,0.025793653,0.007575223,0.030058542,0.88546066,0.076905574
2011,1,1,31-55,1,895565.2152,12929263.4,249733.2451,3.586087286,0.630118373,0.128662638,0.168208975,0.652390726,0.050737662,0.009993044,0.046691303,0.844838017,0.098477636
2011,1,1,56-65,0,225963.7525,3753729.013,69781.44648,3.23816378,0.433505947,0.139391032,0.109644936,0.72264457,0.028319463,0.01028764,0.01557997,0.896208052,0.077924338
2011,1,1,56-65,1,315482.732,3783871.81,89905.84672,3.509034657,0.477647457,0.148233631,0.143816198,0.66579919,0.042150981,0.016740679,0.050895316,0.875696694,0.05666731
2011,1,1,66+,0,299868.988,4203234.947,100275.4302,NA,0.59611551,0.135821059,0.104822806,0.756768855,0.00258728,0.011575294,0.033733421,0.951011799,0.003679487
2011,1,1,66+,1,321991.0274,3383370.139,96993.03343,NA,0.555290476,0.201852346,0.122160092,0.648793441,0.027194121,0.023945084,0.033217311,0.868198536,0.074639069
2011,2,0,0-17,0,217116.1591,1790791.443,67720.60251,3.2060577,2.07613373,0.229423965,0.254043092,0.403730021,0.112802922,0.030321528,0.058743315,0.634796194,0.276138963
2011,2,0,0-17,1,118850.158,701368.0664,34269.91605,3.468060961,1.760806112,0.157777913,0.405824054,0.357978265,0.078419768,0.027058786,0.113146297,0.616313985,0.243480932
2011,2,0,18-30,0,175863.8262,3142082.258,48928.92826,3.594270965,0.768536783,0.101060806,0.038081913,0.781368437,0.079488845,0.005917477,0.006423674,0.870853308,0.11680554
2011,2,0,18-30,1,116393.4596,865411.7306,31938.01181,3.644355206,0.862756893,0.13167464,0.179411086,0.566026402,0.122887872,0.016894552,0.094366753,0.674504148,0.214234548
2011,2,0,31-55,0,811232.336,13037359.96,206989.0142,3.919204791,0.760324806,0.092581207,0.035223824,0.864739823,0.007455146,0.00819638,0.005900183,0.952136234,0.033767203
2011,2,0,31-55,1,560897.5556,5337202.928,125055.8832,4.485175276,0.702536509,0.147266056,0.119303621,0.718997561,0.014432762,0.018754181,0.027293802,0.921860037,0.03209198
2011,2,0,56-65,0,163337.674,2909496.021,45801.04776,3.566243176,0.414749469,0.120809118,0.037005454,0.833326913,0.008858516,0.008526809,0.010853467,0.960973643,0.019646081
2011,2,0,56-65,1,110088.6178,1705778.463,32274.06094,3.411055648,0.433319962,0.171678888,0.12724375,0.659766895,0.041310466,0.014793824,0.04014038,0.741425341,0.203640455
2011,2,0,66+,0,33502.30141,365336.4646,10270.80148,3.261897477,0.532142907,0.170059325,0.042678681,0.787261994,0,0.018884515,0.023445002,0.957670484,0
2011,2,0,66+,1,29014.90539,370787.9978,8858.845421,3.27524683,0.704269869,0.116674937,0.091528689,0.77771293,0.014083443,0.010291097,0.018738996,0.907721445,0.063248462
2011,2,1,0-17,0,205721.6303,2629633.969,68483.54508,3.003957082,2.01195674,0.17086622,0.25055416,0.404115996,0.174463623,0.017424391,0.049251666,0.708837265,0.224486679
2011,2,1,0-17,1,123082.9245,678817.2754,41914.31322,2.93653683,1.826464885,0.238447417,0.411487944,0.271888427,0.078176212,0.031494019,0.130577604,0.572907212,0.265021164
2011,2,1,18-30,0,208302.7223,4396415.339,65843.88709,3.163584829,0.578522605,0.068828078,0.009645849,0.853398728,0.068127345,0.002807359,0.001882623,0.919671336,0.075638682
2011,2,1,18-30,1,110295.6256,1423697.929,35570.40749,3.100769246,0.628548912,0.175605917,0.099435859,0.667175418,0.057782806,0.020860636,0.017564505,0.854479724,0.107095135
2011,2,1,31-55,0,725013.1911,17453753.67,211829.6325,3.422624033,0.559287101,0.050094383,0.034203445,0.912719132,0.00298304,0.002528722,0.006492652,0.970784376,0.020194251
2011,2,1,31-55,1,488680.1231,9740504.595,131398.1848,3.719078189,0.569862108,0.086233693,0.04656228,0.856133851,0.011070177,0.005981969,0.008685801,0.933722563,0.051609667
2011,2,1,56-65,0,210348.6647,5173811.972,66122.8514,3.18117958,0.455292611,0.075003844,0.045365485,0.869305057,0.010325615,0.00540278,0.004506498,0.904313074,0.085777648
2011,2,1,56-65,1,122776.3664,2389462.431,36345.09262,3.378072733,0.373011743,0.0777183,0.131611982,0.785991345,0.004678374,0.005984394,0.021341609,0.967818196,0.004855801
2011,2,1,66+,0,60181.37625,1274914.442,18757.13915,3.208451766,0.325467843,0.144567452,0.076136857,0.779295691,0,0.005294018,0.009111796,0.985594186,0
2011,2,1,66+,1,41019.59216,613911.8396,12649.12711,3.242879276,0.388316454,0.045192686,0.067864093,0.851347787,0.035595434,0.004883644,0.009186798,0.968138971,0.017790587
2012,0,0,0-17,0,8756.981811,84300.40616,3079.924005,2.843246066,2.003721599,0.264077254,0.3740419,0.132812535,0.22906831,0.026241887,0.068325848,0.187095715,0.71833655
2012,0,0,0-17,1,36885.18151,335154.997,12860.97125,2.867993466,2.268214145,0.235022855,0.350493499,0.14409303,0.270390615,0.028657149,0.068594801,0.301650341,0.60109771
2012,0,0,18-30,0,20455.60323,283439.5019,6777.875082,3.017996494,1.115738266,0.258785956,0.168237377,0.380787374,0.192189293,0.020396572,0.026538915,0.721093449,0.231971064
2012,0,0,18-30,1,425158.427,4669073.493,129660.3292,3.279017026,1.556990986,0.266062882,0.436223868,0.133681345,0.164031905,0.028154833,0.133584506,0.368084791,0.470175869
2012,0,0,31-55,0,34392.03506,205265.5293,9783.257724,3.515397022,1.089082635,0.516697614,0.201023106,0.126473225,0.155806055,0.081570237,0.08028545,0.330126289,0.508018025
2012,0,0,31-55,1,285197.1888,1885484.099,82946.41189,3.438330632,1.321534721,0.337132296,0.421900189,0.08245198,0.158515535,0.078533147,0.215584848,0.17153407,0.534347935
2012,0,0,56-65,0,17195.8315,137046.0306,5326.833151,3.228152827,1.2751865,0.337729295,0.380985529,0.152001852,0.129283324,0.048561608,0.127045926,0.204492502,0.619899964
2012,0,0,56-65,1,78019.8236,601125.641,25422.25478,3.068957662,1.454185767,0.272043513,0.413905598,0.074603543,0.239447346,0.038194589,0.183774471,0.131048569,0.646982372
2012,0,0,66+,0,52287.85325,427122.4836,19278.76946,1.521707878,1.565803906,0.47384352,0.192741243,0.221971044,0.111444193,0.0566035,0.045249891,0.713861444,0.184285164
2012,0,0,66+,1,144257.6226,997197.9434,51824.50096,2.78357958,1.440175862,0.493422234,0.201929129,0.083248264,0.221400373,0.080056859,0.071345418,0.325453132,0.52314459
2012,0,1,0-17,0,8101.76806,95547.22462,2968.57753,2.729175162,1.714328555,0.283109729,0.309883026,0.225419731,0.181587514,0.023930649,0.036664227,0.553905231,0.385499892
2012,0,1,0-17,1,36973.96773,162251.8009,12401.21575,2.981479274,2.496195885,0.396446462,0.31489621,0.068922689,0.219734638,0.077987066,0.149835406,0.292802132,0.479375396
2012,0,1,18-30,0,19175.56388,226654.5888,6650.371432,2.883382391,0.836047519,0.405205031,0.217567866,0.244358256,0.132868847,0.035992702,0.031369195,0.596647549,0.335990555
2012,0,1,18-30,1,445080.178,4372264.875,133637.9023,3.330493597,0.95492023,0.314036775,0.340924097,0.161157633,0.183881495,0.037894194,0.107135534,0.393221917,0.461748355
2012,0,1,31-55,0,25134.14619,311479.9584,9416.751398,2.669088854,1.029312948,0.25184381,0.38939992,0.232901466,0.125854803,0.014156359,0.119450564,0.477360331,0.389032746
2012,0,1,31-55,1,305191.0484,2103024.1,93705.16046,3.256928934,1.024950687,0.333701059,0.330200498,0.110407253,0.22569119,0.052168284,0.188258817,0.302043343,0.457529556
2012,0,1,56-65,0,11642.573,83169.81239,3899.934076,2.985325591,0.888302515,0.406880931,0.305953065,0.05751766,0.229648344,0.054964023,0.103929452,0.113346969,0.727759556
2012,0,1,56-65,1,59103.33732,330354.3424,19246.24156,3.070902811,1.200850371,0.433179358,0.320646035,0.037582952,0.208591656,0.099173655,0.16506277,0.181357526,0.554406049
2012,0,1,66+,0,11697.84405,109288.2612,4050.131495,1.990131506,1.119252737,0.295646468,0.309203895,0.279662638,0.115486998,0.028997218,0.081639596,0.519517263,0.369845923
2012,0,1,66+,1,49925.47605,235210.8772,17619.76092,1.65288379,1.262415311,0.423940644,0.288050881,0.085059344,0.202949132,0.086766409,0.156273443,0.243324266,0.513635882
2012,1,0,0-17,0,143082.8768,1203640.061,46870.11074,3.052753119,2.029940842,0.238547272,0.253983771,0.312651189,0.194817768,0.026367512,0.053716006,0.609797405,0.310119076
2012,1,0,0-17,1,224038.7378,2027881.542,67278.6765,3.330011073,2.188552171,0.304745528,0.331297618,0.261844161,0.102112693,0.030999368,0.064470079,0.72181101,0.182719543
2012,1,0,18-30,0,207955.0823,2579096.432,49407.03998,4.209017225,1.062232033,0.151220085,0.033750341,0.731693081,0.083336493,0.017463423,0.009109529,0.83462345,0.138803598
2012,1,0,18-30,1,384513.3447,4038292.961,107885.6449,3.564082552,0.786082784,0.246237383,0.166465293,0.516099238,0.071198087,0.02199492,0.046675791,0.796751192,0.134578097
2012,1,0,31-55,0,607836.6416,8847910.71,153515.7345,3.959441966,0.815513255,0.116688832,0.105233253,0.744426511,0.033651404,0.012146056,0.018306623,0.877467688,0.092079634
2012,1,0,31-55,1,953351.536,10943957.77,262541.421,3.631242386,0.888324299,0.203857214,0.188403569,0.542298435,0.065440781,0.023660059,0.044567493,0.782357594,0.149414854
2012,1,0,56-65,0,288168.3021,3403852.358,80665.51636,3.572385265,0.540880984,0.212740893,0.089493223,0.658223527,0.039542357,0.01898596,0.016492459,0.885382854,0.079138726
2012,1,0,56-65,1,315974.6447,2631040.281,87691.08374,3.603269924,0.545360731,0.175346939,0.216205337,0.575908093,0.03253963,0.029902109,0.082139283,0.816579323,0.071379285
2012,1,0,66+,0,289894.531,3660350.898,95280.63204,3.042533669,0.604647458,0.19323621,0.077055862,0.720664526,0.009043402,0.023135901,0.014254865,0.897807442,0.064801792
2012,1,0,66+,1,336895.1885,3606480.738,103313.7651,3.260893534,0.608341267,0.228782041,0.108932656,0.614321008,0.047964295,0.029145505,0.022252513,0.816010917,0.132591065
2012,1,1,0-17,0,139014.574,1287232.144,49402.04226,2.813943871,1.772982179,0.20193277,0.297385487,0.337029956,0.163651787,0.02808392,0.063919555,0.649025013,0.258971513
2012,1,1,0-17,1,194121.848,1372810.831,61799.65516,3.141147755,2.203541971,0.345496583,0.362498121,0.236526221,0.055479074,0.049910717,0.105245067,0.765746755,0.079097461
2012,1,1,18-30,0,142278.1409,3195950.938,40360.21614,3.525207605,0.499480577,0.118233894,0.050808626,0.776586771,0.054370709,0.006354198,0.007028563,0.938865079,0.04775216
2012,1,1,18-30,1,311446.8528,6278855.609,91420.11133,3.406765189,0.524468526,0.13197922,0.153974463,0.648374772,0.065671545,0.008182686,0.027296253,0.847043417,0.117477644
2012,1,1,31-55,0,492097.4714,9920137.37,135735.8136,3.625406283,0.545891504,0.095991297,0.068752842,0.807281863,0.027973998,0.006727384,0.011768569,0.915762752,0.065741294
2012,1,1,31-55,1,885293.5459,11331870.32,240774.6142,3.676855838,0.620150792,0.135517451,0.205369833,0.613942144,0.045170572,0.014133342,0.078196874,0.815838555,0.09183123
2012,1,1,56-65,0,242808.8265,4249849.516,69532.13669,3.492037467,0.527467396,0.127370184,0.082976751,0.770817928,0.018835137,0.013633548,0.01710394,0.947785554,0.021476958
2012,1,1,56-65,1,316857.7292,4314137.53,93534.29693,3.387610102,0.5032442,0.154837048,0.207466388,0.611156993,0.026539571,0.020018756,0.066543449,0.810727779,0.102710017
2012,1,1,66+,0,246988.1362,3765858.198,78438.14713,3.148826754,0.508677678,0.160681083,0.106802279,0.722775683,0.009740955,0.015158163,0.022716357,0.896570796,0.065554684
2012,1,1,66+,1,358837.5625,3999377.985,113687.2378,NA,0.446392284,0.176020163,0.102408848,0.697357862,0.024213127,0.020922712,0.031044983,0.835166874,0.112865431
2012,2,0,0-17,0,213425.0411,2392776.688,68828.37752,3.100829175,2.052541943,0.154113249,0.208303582,0.479246792,0.158336377,0.015136128,0.038965053,0.741569908,0.204328912
2012,2,0,0-17,1,147848.7955,1137154.851,39973.60273,3.698660751,1.958308346,0.150735976,0.270668747,0.476477746,0.102117531,0.02261123,0.063523954,0.790346389,0.123518427
2012,2,0,18-30,0,195102.9676,3285740.834,53924.27136,3.618091866,0.900214448,0.113357077,0.060435159,0.777932914,0.048274849,0.010282892,0.011164507,0.885807868,0.092744734
2012,2,0,18-30,1,110365.8168,1744958.099,35570.64184,3.102722107,0.636552786,0.082388173,0.133237246,0.720271452,0.064103129,0.011401913,0.02771333,0.892769201,0.068115555
2012,2,0,31-55,0,836376.5608,13449504.56,203928.6039,4.101320485,0.775877777,0.10219904,0.036548614,0.849176408,0.012075938,0.008653162,0.005362964,0.923757113,0.062226761
2012,2,0,31-55,1,553413.4889,7296201.844,133891.5362,4.13329703,0.701704402,0.100079009,0.080148338,0.800868031,0.018904622,0.010182085,0.014995364,0.892501378,0.082321172
2012,2,0,56-65,0,177055.9514,3331923.339,52213.24632,3.391015955,0.437411627,0.118617974,0.064442595,0.804021603,0.012917828,0.012280609,0.005554131,0.911086361,0.0710789
2012,2,0,56-65,1,115158.5894,1284086.152,30797.44026,3.739226003,0.453642511,0.159122392,0.030756923,0.794750793,0.015369892,0.026754759,0.005573137,0.943775182,0.023896922
2012,2,0,66+,0,43417.68193,515714.4004,15008.79647,2.892815692,0.609438598,0.129333432,0.071907667,0.789026849,0.009732051,0.015330097,0.030826729,0.937879558,0.015963616
2012,2,0,66+,1,28377.39401,356170.9562,8956.56893,3.168333123,0.636278605,0.123698382,0.085782531,0.769701192,0.020817895,0.009682535,0.017559517,0.899893495,0.072864453
2012,2,1,0-17,0,215139.4874,2165159.187,70114.46905,3.068403573,1.983170375,0.162041249,0.300662603,0.405554699,0.131741449,0.015230541,0.063860805,0.656553345,0.264355309
2012,2,1,0-17,1,123020.0485,809660.0894,40686.01012,3.023644938,1.798288931,0.176191802,0.340729039,0.438678624,0.044400535,0.025561696,0.077832738,0.848502112,0.048103454
2012,2,1,18-30,0,252453.3671,5394606.094,76083.14215,3.318124882,0.660241352,0.05513857,0.060319228,0.817541062,0.067001139,0.003348736,0.006130333,0.896262217,0.094258715
2012,2,1,18-30,1,140636.4309,3104970.482,43218.48898,3.254080237,0.550928198,0.140516734,0.084874638,0.683338962,0.091269666,0.009112581,0.014595196,0.827667871,0.148624352
2012,2,1,31-55,0,804850.8931,18911708.9,208195.3264,3.865845152,0.549038953,0.08262871,0.025399673,0.887421745,0.004549873,0.004701936,0.005950037,0.982388681,0.006959346
2012,2,1,31-55,1,574897.0592,10928314.12,149806.616,3.83759459,0.506409839,0.08715474,0.059689628,0.82081194,0.032343692,0.006226608,0.019519725,0.929740976,0.044512691
2012,2,1,56-65,0,239344.1362,5358039.912,69429.14608,3.447314993,0.381011531,0.083513152,0.042067157,0.862140294,0.012279398,0.003653423,0.008832406,0.946162901,0.041351269
2012,2,1,56-65,1,101915.2935,2272238.021,29958.2815,3.4019072,0.31514277,0.120342865,0.057387802,0.822269334,0,0.006603887,0.01273586,0.980660253,0
2012,2,1,66+,0,88816.2041,1535778.853,27173.07388,3.268537248,0.384015814,0.129564113,0.056026152,0.811642412,0.002767322,0.007932272,0.027406271,0.918938582,0.045722875
2012,2,1,66+,1,48524.20601,783527.1745,14540.11715,3.337263758,0.496997752,0.058483681,0.086434274,0.845051929,0.010030115,0.008065066,0.016281235,0.971007252,0.004646447
2013,0,0,0-17,0,9451.868199,110489.4554,3322.831341,2.313562402,2.247259517,0.309594963,0.315129075,0.152316563,0.222959398,0.030353835,0.041512619,0.173361264,0.754772282
2013,0,0,0-17,1,41642.23792,417284.4872,13954.99152,2.984038928,2.349149179,0.247630902,0.347251918,0.137799265,0.267317915,0.026341873,0.062703552,0.462409866,0.44854471
2013,0,0,18-30,0,20477.16744,320743.6968,7022.421665,2.915969507,1.044509687,0.299913099,0.158738665,0.330180101,0.211168135,0.018302514,0.021381309,0.674965282,0.285350895
2013,0,0,18-30,1,441557.0435,5644097.349,151294.8356,2.918520264,1.569978923,0.293346707,0.340305983,0.156706858,0.209640451,0.029606345,0.110129504,0.385422486,0.474841664
2013,0,0,31-55,0,27291.88742,241402.1711,9803.838986,2.783795966,0.918055232,0.364513,0.211535995,0.200712577,0.223238429,0.040629649,0.074511221,0.398759071,0.48610006
2013,0,0,31-55,1,240804.2427,1541153.302,78474.06582,3.068583744,1.340281629,0.301729957,0.410232377,0.106890323,0.181147343,0.048522313,0.231974114,0.301922986,0.417580587
2013,0,0,56-65,0,18619.32521,172557.8921,6053.092624,3.076002032,1.252926591,0.342268909,0.325094065,0.176416703,0.156220323,0.04334891,0.117779905,0.246971341,0.591899844
2013,0,0,56-65,1,75424.69244,501607.6312,25605.80046,2.94560963,1.677547162,0.362800884,0.336310578,0.048190693,0.252697845,0.070980237,0.155671267,0.208142691,0.565205805
2013,0,0,66+,0,43695.8534,290462.7739,15802.06963,2.765198131,1.559528967,0.470708469,0.210945049,0.23876592,0.079580562,0.066070043,0.069633378,0.605952452,0.258344128
2013,0,0,66+,1,130485.3419,539624.4758,51290.59821,2.544040165,1.212584437,0.38569269,0.235577373,0.117162839,0.261567098,0.115253761,0.115304647,0.338690567,0.430751025
2013,0,1,0-17,0,8228.943019,112850.66,3219.036368,2.101318698,1.772360085,0.275982615,0.275556491,0.260266904,0.18819399,0.020978836,0.027750339,0.564355032,0.386915793
2013,0,1,0-17,1,34191.59909,136843.1745,12076.92968,2.83114997,2.239591627,0.301660953,0.321937949,0.087189966,0.289211131,0.064140051,0.168995382,0.306966675,0.459897892
2013,0,1,18-30,0,19842.4859,208975.5434,7027.465875,2.823562043,0.754643376,0.38782881,0.248307875,0.219727377,0.144135937,0.034632575,0.046447648,0.533731433,0.385188344
2013,0,1,18-30,1,411976.8128,3953146.533,136444.0973,3.019381718,1.30062398,0.249979448,0.382215379,0.131421024,0.236384148,0.039514459,0.145977378,0.209022207,0.605485956
2013,0,1,31-55,0,23109.88243,304180.7255,8887.295907,2.600327779,0.751329562,0.296437695,0.337986558,0.256099567,0.10947618,0.023904407,0.107636798,0.695647419,0.172811376
2013,0,1,31-55,1,213418.153,1133144.678,74320.64962,2.871586216,1.340479423,0.279552702,0.474910321,0.070376071,0.175160905,0.074707629,0.407863247,0.187266648,0.330162477
2013,0,1,56-65,0,10878.39039,105421.7151,3796.997174,2.864998285,0.884508956,0.375804535,0.254039824,0.17838685,0.191768791,0.036632346,0.060645369,0.472542985,0.4301793
2013,0,1,56-65,1,60836.28303,296753.3404,20934.64481,2.906009802,1.080494995,0.421767999,0.365492904,0.029318644,0.183420453,0.11760204,0.211788179,0.109856387,0.560753394
2013,0,1,66+,0,15084.48916,129558.5654,4632.057729,2.991804307,1.165939783,0.373709147,0.296409178,0.201834936,0.128046739,0.045636027,0.104931576,0.382726677,0.46670572
2013,0,1,66+,1,48347.73521,208334.4611,16547.09163,2.921826766,1.17581338,0.425250031,0.337882268,0.064484003,0.172383698,0.123446849,0.250370555,0.126518379,0.499664217
2013,1,0,0-17,0,129066.3562,1435742.484,44187.94941,2.920849642,1.842994753,0.135121803,0.250362822,0.427060889,0.187454486,0.010443439,0.058600422,0.619993608,0.31096253
2013,1,0,0-17,1,199853.1376,1444155.718,66356.34957,3.011816335,1.847352288,0.202355663,0.349511168,0.321988463,0.126144706,0.037330108,0.101460306,0.717127349,0.144082237
2013,1,0,18-30,0,138743.3557,2402796.895,42761.39245,3.24459396,0.87913928,0.132786142,0.034419748,0.728081349,0.10471276,0.013094552,0.009096275,0.80868933,0.169119843
2013,1,0,18-30,1,336807.8619,4009743.861,98712.3442,3.412013611,0.702148429,0.191411712,0.203033863,0.514079625,0.091474801,0.02196038,0.057405385,0.771226376,0.14940786
2013,1,0,31-55,0,504949.5986,7787703.672,143502.8063,3.518743722,0.629909817,0.121420949,0.101023634,0.751493125,0.026062291,0.011346698,0.018666612,0.939635142,0.030351548
2013,1,0,31-55,1,946241.1113,9375814.631,255625.3023,3.701672342,0.833303762,0.2329989,0.203693623,0.509916997,0.053390479,0.021000326,0.063909816,0.806321178,0.108768679
2013,1,0,56-65,0,217250.3963,2194161.053,68104.06561,3.189976902,0.566613601,0.215119417,0.123917847,0.631129557,0.029833179,0.026620876,0.030976492,0.879866395,0.062536236
2013,1,0,56-65,1,338362.0395,3563562.062,104758.6973,3.229918356,0.604845312,0.208641188,0.202698432,0.541496115,0.047164264,0.030437428,0.060811514,0.860107665,0.048643392
2013,1,0,66+,0,275046.6902,3166374.413,104056.1699,2.643252106,0.51117739,0.257047508,0.095908363,0.63138913,0.015655,0.030198545,0.026424343,0.875991285,0.067385828
2013,1,0,66+,1,310174.8847,3410027.475,103775.9757,2.98888912,0.597921262,0.244143153,0.131152356,0.583413295,0.041291196,0.034409096,0.029157933,0.748832049,0.187600921
2013,1,1,0-17,0,136222.9342,1140429.475,47207.62554,2.88561292,2.028870913,0.226897942,0.343064712,0.309453072,0.120584274,0.022126585,0.099734585,0.668427394,0.209711437
2013,1,1,0-17,1,175365.8253,1520465.523,59299.34757,2.957297718,1.685929491,0.242032815,0.377319878,0.269755678,0.11089163,0.030075446,0.097256392,0.687459604,0.185208557
2013,1,1,18-30,0,116413.7223,3264013.484,36081.28539,3.226429463,0.324162591,0.10269156,0.044073153,0.789503712,0.063731575,0.005739859,0.006829784,0.867637614,0.119792742
2013,1,1,18-30,1,340224.7489,6164017.621,112491.2589,3.024454987,0.447815141,0.140660955,0.165986957,0.608975941,0.084376147,0.010659766,0.027531173,0.810924034,0.150885027
2013,1,1,31-55,0,449131.8381,10869433.81,145816.3286,3.08012033,0.700361481,0.114718618,0.093073595,0.753516755,0.038691032,0.00682753,0.017153377,0.869405972,0.106613121
2013,1,1,31-55,1,868572.0458,15227360.13,262922.5969,3.303527563,0.598645485,0.094338642,0.181205294,0.675655321,0.048800744,0.005952462,0.054187326,0.831696559,0.108163653
2013,1,1,56-65,0,227799.1141,4967969.655,74548.15008,3.055731281,0.352454115,0.071139528,0.091068931,0.805632232,0.032159309,0.006943305,0.017303152,0.946631463,0.02912208
2013,1,1,56-65,1,280148.6774,4429176.14,88071.66584,3.180917208,0.571207561,0.131663348,0.222253933,0.625563147,0.020519572,0.012863601,0.061280479,0.876279685,0.049576235
2013,1,1,66+,0,285707.5033,3115563.792,90079.80465,3.171715396,0.667424086,0.168078919,0.13845281,0.682487478,0.010980793,0.015118893,0.03908702,0.938414371,0.007379716
2013,1,1,66+,1,314934.2025,3329496.204,111002.2385,2.837187851,0.638425971,0.163354131,0.167483252,0.653358087,0.01580453,0.026550641,0.067692379,0.865861645,0.039895335
2013,2,0,0-17,0,160989.8909,1998904.835,58539.08366,2.750126596,1.584258539,0.121485179,0.181840498,0.517190188,0.179484135,0.010957593,0.032130181,0.665147515,0.291764711
2013,2,0,0-17,1,137270.6287,1673862.671,46327.06194,2.963076503,1.886293126,0.169930337,0.368575915,0.338650449,0.1228433,0.015142429,0.070027601,0.58845201,0.32637796
2013,2,0,18-30,0,194353.3286,3810986.701,59947.78175,3.242043707,0.671669089,0.083088313,0.018093862,0.834900199,0.063917626,0.007247038,0.001307074,0.849265789,0.142180099
2013,2,0,18-30,1,147385.921,2040746.98,40575.62682,3.632375702,0.724075369,0.111789194,0.107162536,0.729539203,0.051509067,0.011192665,0.020052997,0.833187612,0.135566725
2013,2,0,31-55,0,818902.21,11611915.11,214582.95,3.816250127,0.694537597,0.081544798,0.04002743,0.871895674,0.006532098,0.008858263,0.007010666,0.960313183,0.023817888
2013,2,0,31-55,1,513977.5581,5871789.18,131660.0852,3.903822158,0.598979436,0.143697902,0.078863644,0.755468044,0.02197041,0.021482137,0.020138137,0.889530499,0.068849227
2013,2,0,56-65,0,171918.5615,2989360.097,54573.86451,3.150199515,0.392118272,0.126728414,0.046767428,0.818711009,0.007793149,0.010831662,0.00611181,0.938427291,0.044629236
2013,2,0,56-65,1,91474.79124,1345633.181,30380.36011,3.010984428,0.307916895,0.083870548,0.147926512,0.748502315,0.019700625,0.006915587,0.034675189,0.948180295,0.010228929
2013,2,0,66+,0,46785.28018,734851.194,16114.0248,2.903388866,0.655705734,0.120948848,0.056544556,0.813475057,0.009031539,0.010414226,0.017748741,0.960633858,0.011203175
2013,2,0,66+,1,26483.9279,266459.3125,8461.944662,3.129768506,0.540081481,0.136356023,0.135212644,0.703027247,0.025404086,0.009790312,0.039868754,0.904651824,0.04568911
2013,2,1,0-17,0,189072.5599,1982370.543,65301.79513,2.895365426,2.036176084,0.185475024,0.327057872,0.34346505,0.144002054,0.022269568,0.100949347,0.53422242,0.342558666
2013,2,1,0-17,1,113920.5909,1034220.065,40596.07452,2.806197207,1.853505439,0.153616819,0.421280574,0.382673334,0.042429273,0.033202807,0.089312749,0.825373472,0.052110972
2013,2,1,18-30,0,192419.6072,4763809.788,62933.99912,3.0574826,0.431749306,0.035401485,0.045486247,0.843341051,0.075771217,0.001775338,0.008559319,0.895579837,0.094085506
2013,2,1,18-30,1,116107.6036,1640915.867,32430.46007,3.580202173,0.926151673,0.091181202,0.126310282,0.683121109,0.099387406,0.01130404,0.01633277,0.832159752,0.140203438
2013,2,1,31-55,0,745024.4268,17295195.8,225953.0259,3.297253594,0.502845448,0.043474962,0.031725719,0.912088351,0.012710968,0.002610216,0.008070909,0.965758163,0.023560713
2013,2,1,31-55,1,475242.3959,10411752.27,138364.3976,3.434715895,0.639364022,0.068715544,0.032558308,0.889651168,0.00907498,0.004391012,0.011955685,0.959682721,0.023970582
2013,2,1,56-65,0,198994.8007,4932892.875,60845.60024,3.270487923,0.36789198,0.104054326,0.042814349,0.824266561,0.028864764,0.004653883,0.005448307,0.930975825,0.058921985
2013,2,1,56-65,1,103690.4328,2055510.308,30222.50484,3.430901354,0.448262756,0.149743733,0.081798179,0.725634768,0.042823321,0.017591294,0.031127865,0.839067043,0.112213798
2013,2,1,66+,0,103226.9138,1885855.749,29187.99038,3.536622853,0.568120047,0.19150012,0.006731265,0.772881231,0.028887384,0.015103464,0.000147381,0.808179432,0.176569724
2013,2,1,66+,1,60379.64579,950137.1166,17402.11839,3.469672165,0.449071731,0.075567462,0.078519436,0.845913102,0,0.009728687,0.015521126,0.974750187,0
